datetime,open,high,low,close,volume
2023-12-07 16:30:00,0.15,4.94,0.15,2.2764,18434230.5
2023-12-07 16:45:00,2.2769,2.3829,2.086,2.1446,8796629.1
2023-12-07 17:00:00,2.1374,2.1876,1.87,1.9077,7602523.7
2023-12-07 17:15:00,1.9076,2.0399,1.821,1.9293,7232466.5
2023-12-07 17:30:00,1.929,2.1418,1.9224,2.0981,5811629.3
2023-12-07 17:45:00,2.0981,2.1448,1.9708,2.0114,4062647.0
2023-12-07 18:00:00,2.0113,2.034,1.9159,1.9324,2417026.9
2023-12-07 18:15:00,1.9314,1.9737,1.88,1.897,2535743.8
2023-12-07 18:30:00,1.898,1.9136,1.855,1.8699,1902191.1
2023-12-07 18:45:00,1.8699,1.915,1.8102,1.8261,2876207.7
2023-12-07 19:00:00,1.8238,1.8899,1.8086,1.8391,2042893.0
2023-12-07 19:15:00,1.8387,1.87,1.8109,1.8264,1556997.3
2023-12-07 19:30:00,1.8262,1.85,1.751,1.7556,2243658.7
2023-12-07 19:45:00,1.7551,1.8356,1.74,1.7749,2576423.1
2023-12-07 20:00:00,1.7747,1.8242,1.767,1.8126,1721925.6
2023-12-07 20:15:00,1.813,1.92,1.8017,1.8835,2841540.6
2023-12-07 20:30:00,1.8836,2.06,1.8799,2.0392,4546818.9
2023-12-07 20:45:00,2.04,2.0443,1.965,2.0051,2285677.0
2023-12-07 21:00:00,2.0051,2.0122,1.9157,2.0062,1838248.9
2023-12-07 21:15:00,2.0061,2.035,1.9623,2.0177,1181476.8
2023-12-07 21:30:00,2.0181,2.28,2.0145,2.2715,4651661.2
2023-12-07 21:45:00,2.2715,2.2723,2.14,2.2294,3406597.6
2023-12-07 22:00:00,2.23,2.49,2.229,2.43,6965958.6
2023-12-07 22:15:00,2.4297,2.746,2.4279,2.5802,8755257.1
2023-12-07 22:30:00,2.5786,2.5991,2.359,2.3892,4437282.3
2023-12-07 22:45:00,2.386,2.55,2.3421,2.4425,4249148.7
