datetime,open,high,low,close,volume
2023-12-18 06:00:00,0.3571,14.8,0.3571,12.9105,5402255.4
2023-12-18 06:05:00,12.9105,13.1558,12.036,12.5514,1364334.5
2023-12-18 06:10:00,12.5358,12.551,11.5997,12.2053,909714.5
2023-12-18 06:15:00,12.2054,13.2745,11.9199,12.8998,1131327.8
2023-12-18 06:20:00,12.8996,13.56,12.7741,13.3389,864815.8
2023-12-18 06:25:00,13.349,13.35,12.5,12.653,608940.1
2023-12-18 06:30:00,12.6926,13.0664,12.1747,12.3321,519849.5
2023-12-18 06:35:00,12.332,12.6354,11.8154,12.3243,601589.5
2023-12-18 06:40:00,12.3234,12.4438,12.01,12.2521,344607.7
2023-12-18 06:45:00,12.2521,12.3678,11.9,12.2742,303344.7
2023-12-18 06:50:00,12.2738,12.598,12.1333,12.2795,259845.4
2023-12-18 06:55:00,12.2789,12.75,12.11,12.6606,278752.3
2023-12-18 07:00:00,12.6604,13.219,12.5,12.8824,511864.1
2023-12-18 07:05:00,12.8717,13.36,12.8,13.2672,315505.2
2023-12-18 07:10:00,13.2323,14.0,13.01,13.7863,567877.7
2023-12-18 07:15:00,13.7864,14.1,13.0,13.2141,847484.9
2023-12-18 07:20:00,13.2161,13.67,12.92,13.5401,363429.9
2023-12-18 07:25:00,13.541,14.63,13.3923,14.4688,615866.2
2023-12-18 07:30:00,14.4656,14.7,13.9219,14.7,557069.3
2023-12-18 07:35:00,14.6981,14.7,13.9,13.9928,494722.6
2023-12-18 07:40:00,13.9928,14.3456,13.511,14.3336,423515.8
2023-12-18 07:45:00,14.3334,15.5331,14.3294,15.1868,917715.6
2023-12-18 07:50:00,15.187,15.8,14.9615,15.2999,638466.9
2023-12-18 07:55:00,15.2999,15.5298,14.75,15.3402,433849.5
2023-12-18 08:00:00,15.3402,16.22,15.3116,16.22,758110.8
2023-12-18 08:05:00,16.22,16.36,15.035,15.5537,638159.2
2023-12-18 08:10:00,15.5571,15.5731,15.0348,15.0853,375687.9
2023-12-18 08:15:00,15.0771,15.6618,14.551,15.2707,590016.2
2023-12-18 08:20:00,15.2833,15.4997,14.3311,14.69,479675.1
2023-12-18 08:25:00,14.6965,14.724,14.14,14.5342,362831.3
2023-12-18 08:30:00,14.5341,15.39,14.4427,14.8588,366830.9
2023-12-18 08:35:00,14.8448,15.188,14.56,14.6953,194798.1
2023-12-18 08:40:00,14.6948,15.003,14.1388,14.4017,268531.5
2023-12-18 08:45:00,14.3928,14.6566,14.1,14.1556,220408.9
2023-12-18 08:50:00,14.1804,14.4633,13.75,14.4254,272861.6
2023-12-18 08:55:00,14.4154,14.8,14.4044,14.4327,185229.6
2023-12-18 09:00:00,14.431,14.8435,14.15,14.2012,179672.8
2023-12-18 09:05:00,14.2012,14.6423,14.1523,14.573,129533.7
2023-12-18 09:10:00,14.5595,14.7,13.82,13.9042,174057.6
2023-12-18 09:15:00,13.9061,14.4045,13.65,13.8994,248546.9
2023-12-18 09:20:00,13.8992,13.9,13.1062,13.3564,384336.5
